date,name,iso3166-2,iso3166-1,cases,cumulative_cases
2020-06-07,Nur-Sultan,KZ-AST,KZ,38,2454
2020-06-08,Nur-Sultan,KZ-AST,KZ,24,2478
2020-06-09,Nur-Sultan,KZ-AST,KZ,42,2520
2020-06-10,Nur-Sultan,KZ-AST,KZ,23,2543
2020-06-11,Nur-Sultan,KZ-AST,KZ,27,2570
2020-06-12,Nur-Sultan,KZ-AST,KZ,50,2620
2020-06-13,Nur-Sultan,KZ-AST,KZ,24,2644
2020-06-14,Nur-Sultan,KZ-AST,KZ,39,2683
2020-06-15,Nur-Sultan,KZ-AST,KZ,77,2760
2020-06-16,Nur-Sultan,KZ-AST,KZ,104,2864
2020-06-17,Nur-Sultan,KZ-AST,KZ,87,2951
2020-06-18,Nur-Sultan,KZ-AST,KZ,59,3010
2020-06-19,Nur-Sultan,KZ-AST,KZ,103,3113
2020-06-20,Nur-Sultan,KZ-AST,KZ,79,3192
2020-06-21,Nur-Sultan,KZ-AST,KZ,53,3245
2020-06-22,Nur-Sultan,KZ-AST,KZ,103,3348
2020-06-23,Nur-Sultan,KZ-AST,KZ,59,3407
2020-06-24,Nur-Sultan,KZ-AST,KZ,62,3469
2020-06-25,Nur-Sultan,KZ-AST,KZ,67,3536
2020-06-26,Nur-Sultan,KZ-AST,KZ,77,3613
2020-06-27,Nur-Sultan,KZ-AST,KZ,47,3660
2020-06-28,Nur-Sultan,KZ-AST,KZ,56,3716
2020-06-29,Nur-Sultan,KZ-AST,KZ,72,3788
2020-06-30,Nur-Sultan,KZ-AST,KZ,57,3845
2020-07-01,Nur-Sultan,KZ-AST,KZ,1597,5442
2020-07-02,Nur-Sultan,KZ-AST,KZ,81,5523
2020-07-03,Nur-Sultan,KZ-AST,KZ,119,5642
2020-07-04,Nur-Sultan,KZ-AST,KZ,71,5713
2020-07-05,Nur-Sultan,KZ-AST,KZ,81,5794
2020-07-06,Nur-Sultan,KZ-AST,KZ,95,5889
2020-07-07,Nur-Sultan,KZ-AST,KZ,95,5984
2020-07-08,Nur-Sultan,KZ-AST,KZ,73,6057
2020-07-09,Nur-Sultan,KZ-AST,KZ,120,6177
2020-07-10,Nur-Sultan,KZ-AST,KZ,180,6357
2020-07-11,Nur-Sultan,KZ-AST,KZ,120,6477
2020-07-12,Nur-Sultan,KZ-AST,KZ,88,6565
2020-07-13,Nur-Sultan,KZ-AST,KZ,123,6688
2020-07-14,Nur-Sultan,KZ-AST,KZ,211,6899
2020-07-15,Nur-Sultan,KZ-AST,KZ,250,7149
2020-07-16,Nur-Sultan,KZ-AST,KZ,204,7353
2020-07-17,Nur-Sultan,KZ-AST,KZ,214,7567
2020-07-18,Nur-Sultan,KZ-AST,KZ,320,7887
2020-07-22,Nur-Sultan,KZ-AST,KZ,945,8832
2020-08-06,Nur-Sultan,KZ-AST,KZ,3512,12344
2020-08-23,Nur-Sultan,KZ-AST,KZ,1394,13738
2020-08-24,Nur-Sultan,KZ-AST,KZ,9,13747
2020-08-25,Nur-Sultan,KZ-AST,KZ,16,13763
2020-08-26,Nur-Sultan,KZ-AST,KZ,21,13784
2020-08-27,Nur-Sultan,KZ-AST,KZ,14,13798
2020-08-28,Nur-Sultan,KZ-AST,KZ,21,13819
2020-08-29,Nur-Sultan,KZ-AST,KZ,3,13822
2020-08-31,Nur-Sultan,KZ-AST,KZ,3,13825
2020-09-01,Nur-Sultan,KZ-AST,KZ,8,13833
2020-09-02,Nur-Sultan,KZ-AST,KZ,18,13851
2020-09-03,Nur-Sultan,KZ-AST,KZ,13,13864
2020-09-04,Nur-Sultan,KZ-AST,KZ,15,13879
2020-09-05,Nur-Sultan,KZ-AST,KZ,7,13886
2020-09-06,Nur-Sultan,KZ-AST,KZ,4,13890
2020-09-07,Nur-Sultan,KZ-AST,KZ,2,13892
2020-09-08,Nur-Sultan,KZ-AST,KZ,19,13911
2020-09-09,Nur-Sultan,KZ-AST,KZ,13,13924
2020-09-10,Nur-Sultan,KZ-AST,KZ,8,13932
2020-09-11,Nur-Sultan,KZ-AST,KZ,3,13935
2020-09-12,Nur-Sultan,KZ-AST,KZ,7,13942
2020-09-13,Nur-Sultan,KZ-AST,KZ,1,13943
2020-09-14,Nur-Sultan,KZ-AST,KZ,3,13946
2020-09-15,Nur-Sultan,KZ-AST,KZ,7,13953
2020-09-16,Nur-Sultan,KZ-AST,KZ,9,13962
2020-09-17,Nur-Sultan,KZ-AST,KZ,25,13987
2020-09-18,Nur-Sultan,KZ-AST,KZ,4,13991
2020-09-19,Nur-Sultan,KZ-AST,KZ,7,13998
2020-09-20,Nur-Sultan,KZ-AST,KZ,6,14004
2020-09-21,Nur-Sultan,KZ-AST,KZ,5,14009
2020-09-22,Nur-Sultan,KZ-AST,KZ,20,14029
2020-09-23,Nur-Sultan,KZ-AST,KZ,16,14045
2020-09-24,Nur-Sultan,KZ-AST,KZ,5,14050
2020-09-25,Nur-Sultan,KZ-AST,KZ,14,14064
2020-09-26,Nur-Sultan,KZ-AST,KZ,10,14074
2020-09-27,Nur-Sultan,KZ-AST,KZ,1,14075
2020-09-28,Nur-Sultan,KZ-AST,KZ,6,14081
2020-09-29,Nur-Sultan,KZ-AST,KZ,16,14097
2020-09-30,Nur-Sultan,KZ-AST,KZ,10,14107
2020-10-01,Nur-Sultan,KZ-AST,KZ,2,14109
2020-10-02,Nur-Sultan,KZ-AST,KZ,3,14112
2020-10-03,Nur-Sultan,KZ-AST,KZ,14,14126
2020-10-04,Nur-Sultan,KZ-AST,KZ,6,14132
2020-10-05,Nur-Sultan,KZ-AST,KZ,2,14134
2020-10-06,Nur-Sultan,KZ-AST,KZ,11,14145
2020-10-07,Nur-Sultan,KZ-AST,KZ,8,14153
2020-10-08,Nur-Sultan,KZ-AST,KZ,17,14170
2020-10-09,Nur-Sultan,KZ-AST,KZ,13,14183
2020-10-10,Nur-Sultan,KZ-AST,KZ,15,14198
2020-10-11,Nur-Sultan,KZ-AST,KZ,5,14203
2020-10-12,Nur-Sultan,KZ-AST,KZ,3,14206
2020-10-13,Nur-Sultan,KZ-AST,KZ,7,14213
2020-10-14,Nur-Sultan,KZ-AST,KZ,18,14231
2020-10-15,Nur-Sultan,KZ-AST,KZ,16,14247
2020-10-16,Nur-Sultan,KZ-AST,KZ,13,14260
2020-10-17,Nur-Sultan,KZ-AST,KZ,19,14279
2020-10-18,Nur-Sultan,KZ-AST,KZ,17,14296
2020-10-19,Nur-Sultan,KZ-AST,KZ,13,14309
2020-10-20,Nur-Sultan,KZ-AST,KZ,29,14338
2020-10-21,Nur-Sultan,KZ-AST,KZ,15,14353
2020-10-22,Nur-Sultan,KZ-AST,KZ,20,14373
2020-10-23,Nur-Sultan,KZ-AST,KZ,22,14395
2020-10-24,Nur-Sultan,KZ-AST,KZ,15,14410
2020-10-25,Nur-Sultan,KZ-AST,KZ,23,14433
2020-10-26,Nur-Sultan,KZ-AST,KZ,20,14453
2020-10-27,Nur-Sultan,KZ-AST,KZ,24,14477
2020-10-29,Nur-Sultan,KZ-AST,KZ,33,14510
2020-10-30,Nur-Sultan,KZ-AST,KZ,27,14537
2020-10-31,Nur-Sultan,KZ-AST,KZ,31,14568
2020-11-01,Nur-Sultan,KZ-AST,KZ,29,14597
2020-11-05,Nur-Sultan,KZ-AST,KZ,147,14744
2020-11-06,Nur-Sultan,KZ-AST,KZ,45,14789
2020-11-07,Nur-Sultan,KZ-AST,KZ,49,14838
2020-11-08,Nur-Sultan,KZ-AST,KZ,29,14867
2020-11-09,Nur-Sultan,KZ-AST,KZ,22,14889
2020-11-10,Nur-Sultan,KZ-AST,KZ,37,14926
2020-11-11,Nur-Sultan,KZ-AST,KZ,47,14973
2020-11-12,Nur-Sultan,KZ-AST,KZ,51,15024
2020-11-13,Nur-Sultan,KZ-AST,KZ,86,15110
2020-11-14,Nur-Sultan,KZ-AST,KZ,48,15158
2020-11-15,Nur-Sultan,KZ-AST,KZ,44,15202
2020-11-16,Nur-Sultan,KZ-AST,KZ,33,15235
2020-11-17,Nur-Sultan,KZ-AST,KZ,79,15314
2020-11-18,Nur-Sultan,KZ-AST,KZ,81,15395
2020-11-19,Nur-Sultan,KZ-AST,KZ,53,15448
2020-11-20,Nur-Sultan,KZ-AST,KZ,63,15511
2020-11-21,Nur-Sultan,KZ-AST,KZ,59,15570
2020-11-22,Nur-Sultan,KZ-AST,KZ,40,15610
2020-11-23,Nur-Sultan,KZ-AST,KZ,25,15635
2020-11-24,Nur-Sultan,KZ-AST,KZ,50,15685
2020-11-25,Nur-Sultan,KZ-AST,KZ,77,15762
2020-11-26,Nur-Sultan,KZ-AST,KZ,71,15833
2020-11-27,Nur-Sultan,KZ-AST,KZ,73,15906
2020-11-28,Nur-Sultan,KZ-AST,KZ,83,15989
2020-11-29,Nur-Sultan,KZ-AST,KZ,54,16043
2020-11-30,Nur-Sultan,KZ-AST,KZ,40,16083
2020-12-01,Nur-Sultan,KZ-AST,KZ,66,16149
2020-12-02,Nur-Sultan,KZ-AST,KZ,41,16190
2020-12-03,Nur-Sultan,KZ-AST,KZ,88,16278
2020-12-04,Nur-Sultan,KZ-AST,KZ,80,16358
2020-12-05,Nur-Sultan,KZ-AST,KZ,69,16427
2020-12-06,Nur-Sultan,KZ-AST,KZ,67,16494
2020-12-07,Nur-Sultan,KZ-AST,KZ,41,16535
2020-12-08,Nur-Sultan,KZ-AST,KZ,106,16641
2020-12-09,Nur-Sultan,KZ-AST,KZ,121,16762
2020-12-10,Nur-Sultan,KZ-AST,KZ,118,16880
2020-12-11,Nur-Sultan,KZ-AST,KZ,99,16979
2020-12-12,Nur-Sultan,KZ-AST,KZ,88,17067
2020-12-13,Nur-Sultan,KZ-AST,KZ,67,17134
2020-12-14,Nur-Sultan,KZ-AST,KZ,47,17181
2020-12-15,Nur-Sultan,KZ-AST,KZ,86,17267
2020-12-16,Nur-Sultan,KZ-AST,KZ,111,17378
2020-12-17,Nur-Sultan,KZ-AST,KZ,54,17432
2020-12-18,Nur-Sultan,KZ-AST,KZ,55,17487
2020-12-19,Nur-Sultan,KZ-AST,KZ,68,17555
2020-12-20,Nur-Sultan,KZ-AST,KZ,58,17613
2020-12-21,Nur-Sultan,KZ-AST,KZ,106,17719
2020-12-22,Nur-Sultan,KZ-AST,KZ,75,17794
2020-12-23,Nur-Sultan,KZ-AST,KZ,118,17912
2020-12-24,Nur-Sultan,KZ-AST,KZ,60,17972
2020-12-25,Nur-Sultan,KZ-AST,KZ,59,18031
2020-12-26,Nur-Sultan,KZ-AST,KZ,61,18092
2020-12-27,Nur-Sultan,KZ-AST,KZ,57,18149
2020-12-28,Nur-Sultan,KZ-AST,KZ,70,18219
2020-12-29,Nur-Sultan,KZ-AST,KZ,107,18326
2020-12-30,Nur-Sultan,KZ-AST,KZ,120,18446
2020-12-31,Nur-Sultan,KZ-AST,KZ,75,18521
2021-01-01,Nur-Sultan,KZ-AST,KZ,67,18588
2021-01-02,Nur-Sultan,KZ-AST,KZ,63,18651
2021-01-03,Nur-Sultan,KZ-AST,KZ,58,18709
2021-01-04,Nur-Sultan,KZ-AST,KZ,68,18777
2021-01-05,Nur-Sultan,KZ-AST,KZ,114,18891
2021-01-06,Nur-Sultan,KZ-AST,KZ,122,19013
2021-01-07,Nur-Sultan,KZ-AST,KZ,76,19089
2021-01-08,Nur-Sultan,KZ-AST,KZ,70,19159
2021-01-09,Nur-Sultan,KZ-AST,KZ,54,19213
2021-01-10,Nur-Sultan,KZ-AST,KZ,55,19268
2021-01-11,Nur-Sultan,KZ-AST,KZ,67,19335
2021-01-12,Nur-Sultan,KZ-AST,KZ,114,19449
2021-01-13,Nur-Sultan,KZ-AST,KZ,123,19572
2021-01-14,Nur-Sultan,KZ-AST,KZ,74,19646
2021-01-15,Nur-Sultan,KZ-AST,KZ,121,19767
2021-01-16,Nur-Sultan,KZ-AST,KZ,128,19895
2021-01-17,Nur-Sultan,KZ-AST,KZ,125,20020
2021-01-18,Nur-Sultan,KZ-AST,KZ,124,20144
2021-01-19,Nur-Sultan,KZ-AST,KZ,198,20342
2021-01-20,Nur-Sultan,KZ-AST,KZ,237,20579
2021-01-21,Nur-Sultan,KZ-AST,KZ,231,20810
2021-01-22,Nur-Sultan,KZ-AST,KZ,235,21045
2021-01-23,Nur-Sultan,KZ-AST,KZ,229,21274
2021-01-24,Nur-Sultan,KZ-AST,KZ,211,21485
2021-01-25,Nur-Sultan,KZ-AST,KZ,91,21576
2021-01-26,Nur-Sultan,KZ-AST,KZ,147,21723
2021-01-27,Nur-Sultan,KZ-AST,KZ,125,21848
2021-01-28,Nur-Sultan,KZ-AST,KZ,124,21972
2021-01-29,Nur-Sultan,KZ-AST,KZ,139,22111
2021-01-30,Nur-Sultan,KZ-AST,KZ,112,22223
2021-01-31,Nur-Sultan,KZ-AST,KZ,61,22284
2021-02-01,Nur-Sultan,KZ-AST,KZ,76,22360
2021-02-02,Nur-Sultan,KZ-AST,KZ,130,22490
2021-02-03,Nur-Sultan,KZ-AST,KZ,153,22643
2021-02-04,Nur-Sultan,KZ-AST,KZ,120,22763
2021-02-05,Nur-Sultan,KZ-AST,KZ,161,22924
2021-02-06,Nur-Sultan,KZ-AST,KZ,140,23064
2021-02-07,Nur-Sultan,KZ-AST,KZ,75,23139
2021-02-08,Nur-Sultan,KZ-AST,KZ,74,23213
2021-02-09,Nur-Sultan,KZ-AST,KZ,138,23351
2021-02-10,Nur-Sultan,KZ-AST,KZ,131,23482
2021-02-11,Nur-Sultan,KZ-AST,KZ,109,23591
2021-02-12,Nur-Sultan,KZ-AST,KZ,95,23686
2021-02-13,Nur-Sultan,KZ-AST,KZ,53,23739
2021-02-14,Nur-Sultan,KZ-AST,KZ,92,23831
2021-02-15,Nur-Sultan,KZ-AST,KZ,53,23884
2021-02-16,Nur-Sultan,KZ-AST,KZ,99,23983
2021-02-17,Nur-Sultan,KZ-AST,KZ,105,24088
2021-02-18,Nur-Sultan,KZ-AST,KZ,136,24224
2021-02-19,Nur-Sultan,KZ-AST,KZ,127,24351
2021-02-20,Nur-Sultan,KZ-AST,KZ,53,24404
2021-02-21,Nur-Sultan,KZ-AST,KZ,72,24476
2021-02-22,Nur-Sultan,KZ-AST,KZ,60,24536
2021-02-23,Nur-Sultan,KZ-AST,KZ,68,24604
2021-02-24,Nur-Sultan,KZ-AST,KZ,85,24689
2021-02-25,Nur-Sultan,KZ-AST,KZ,135,24824
2021-02-26,Nur-Sultan,KZ-AST,KZ,137,24961
2021-02-27,Nur-Sultan,KZ-AST,KZ,92,25053
2021-02-28,Nur-Sultan,KZ-AST,KZ,42,25095
2021-03-01,Nur-Sultan,KZ-AST,KZ,65,25160
2021-03-02,Nur-Sultan,KZ-AST,KZ,554,25714
2021-03-03,Nur-Sultan,KZ-AST,KZ,61,25775
2021-03-04,Nur-Sultan,KZ-AST,KZ,143,25918
2021-03-05,Nur-Sultan,KZ-AST,KZ,94,26012
2021-03-06,Nur-Sultan,KZ-AST,KZ,112,26124
2021-03-07,Nur-Sultan,KZ-AST,KZ,152,26276
2021-03-08,Nur-Sultan,KZ-AST,KZ,173,26449
2021-03-09,Nur-Sultan,KZ-AST,KZ,157,26606
2021-03-10,Nur-Sultan,KZ-AST,KZ,127,26733
2021-03-16,Nur-Sultan,KZ-AST,KZ,203,26936
2021-03-17,Nur-Sultan,KZ-AST,KZ,307,27243
2021-03-18,Nur-Sultan,KZ-AST,KZ,285,27528
2021-03-19,Nur-Sultan,KZ-AST,KZ,280,27808
2021-03-20,Nur-Sultan,KZ-AST,KZ,237,28045
2021-03-21,Nur-Sultan,KZ-AST,KZ,203,28248
2021-03-22,Nur-Sultan,KZ-AST,KZ,161,28409
2021-03-23,Nur-Sultan,KZ-AST,KZ,152,28561
2021-03-24,Nur-Sultan,KZ-AST,KZ,195,28756
2021-03-25,Nur-Sultan,KZ-AST,KZ,185,28941
2021-03-26,Nur-Sultan,KZ-AST,KZ,365,29306
2021-03-27,Nur-Sultan,KZ-AST,KZ,382,29688
2021-03-28,Nur-Sultan,KZ-AST,KZ,346,30034
2021-03-29,Nur-Sultan,KZ-AST,KZ,204,30238
2021-03-30,Nur-Sultan,KZ-AST,KZ,356,30594
2021-03-31,Nur-Sultan,KZ-AST,KZ,512,31106
2021-04-01,Nur-Sultan,KZ-AST,KZ,427,31533
2021-04-02,Nur-Sultan,KZ-AST,KZ,438,31971
2021-04-03,Nur-Sultan,KZ-AST,KZ,476,32447
2021-04-04,Nur-Sultan,KZ-AST,KZ,368,32815
2021-04-05,Nur-Sultan,KZ-AST,KZ,242,33057
2021-04-06,Nur-Sultan,KZ-AST,KZ,372,33429
2021-04-07,Nur-Sultan,KZ-AST,KZ,578,34007
2021-04-08,Nur-Sultan,KZ-AST,KZ,446,34453
2021-04-09,Nur-Sultan,KZ-AST,KZ,548,35001
2021-04-10,Nur-Sultan,KZ-AST,KZ,591,35592
2021-04-11,Nur-Sultan,KZ-AST,KZ,398,35990
2021-04-12,Nur-Sultan,KZ-AST,KZ,337,36327
2021-04-13,Nur-Sultan,KZ-AST,KZ,465,36792
2021-04-14,Nur-Sultan,KZ-AST,KZ,650,37442
2021-04-15,Nur-Sultan,KZ-AST,KZ,601,38043
2021-04-16,Nur-Sultan,KZ-AST,KZ,653,38696
2021-04-17,Nur-Sultan,KZ-AST,KZ,636,39332
2021-04-18,Nur-Sultan,KZ-AST,KZ,436,39768
2021-04-19,Nur-Sultan,KZ-AST,KZ,401,40169
2021-04-20,Nur-Sultan,KZ-AST,KZ,471,40640
2021-04-21,Nur-Sultan,KZ-AST,KZ,574,41214
2021-04-22,Nur-Sultan,KZ-AST,KZ,511,41725
2021-04-23,Nur-Sultan,KZ-AST,KZ,547,42272
2021-04-24,Nur-Sultan,KZ-AST,KZ,498,42770
2021-04-25,Nur-Sultan,KZ-AST,KZ,475,43245
2021-04-26,Nur-Sultan,KZ-AST,KZ,294,43539
2021-04-27,Nur-Sultan,KZ-AST,KZ,439,43978
2021-04-28,Nur-Sultan,KZ-AST,KZ,584,44562
2021-04-29,Nur-Sultan,KZ-AST,KZ,566,45128
2021-05-01,Nur-Sultan,KZ-AST,KZ,999,46127
2021-05-02,Nur-Sultan,KZ-AST,KZ,352,46479
2021-05-03,Nur-Sultan,KZ-AST,KZ,250,46729
2021-05-04,Nur-Sultan,KZ-AST,KZ,285,47014
2021-05-05,Nur-Sultan,KZ-AST,KZ,398,47412
2021-05-06,Nur-Sultan,KZ-AST,KZ,586,47998
2021-05-07,Nur-Sultan,KZ-AST,KZ,477,48475
2021-05-08,Nur-Sultan,KZ-AST,KZ,324,48799
2021-05-09,Nur-Sultan,KZ-AST,KZ,324,49123
2021-05-10,Nur-Sultan,KZ-AST,KZ,249,49372
2021-05-11,Nur-Sultan,KZ-AST,KZ,310,49682
2021-05-12,Nur-Sultan,KZ-AST,KZ,389,50071
2021-05-13,Nur-Sultan,KZ-AST,KZ,452,50523
2021-05-14,Nur-Sultan,KZ-AST,KZ,440,50963
2021-05-15,Nur-Sultan,KZ-AST,KZ,400,51363
2021-05-16,Nur-Sultan,KZ-AST,KZ,284,51647
2021-05-17,Nur-Sultan,KZ-AST,KZ,251,51898
2021-05-18,Nur-Sultan,KZ-AST,KZ,264,52162
2021-05-19,Nur-Sultan,KZ-AST,KZ,439,52601
2021-05-20,Nur-Sultan,KZ-AST,KZ,386,52987
2021-05-21,Nur-Sultan,KZ-AST,KZ,351,53338
2021-05-22,Nur-Sultan,KZ-AST,KZ,322,53660
2021-05-23,Nur-Sultan,KZ-AST,KZ,179,53839
2021-05-24,Nur-Sultan,KZ-AST,KZ,174,54013
2021-05-25,Nur-Sultan,KZ-AST,KZ,293,54306
2021-05-26,Nur-Sultan,KZ-AST,KZ,297,54603
2021-05-27,Nur-Sultan,KZ-AST,KZ,246,54849
2021-05-28,Nur-Sultan,KZ-AST,KZ,290,55139
2021-05-29,Nur-Sultan,KZ-AST,KZ,216,55355
2021-05-30,Nur-Sultan,KZ-AST,KZ,172,55527
2021-05-31,Nur-Sultan,KZ-AST,KZ,142,55669
2021-06-01,Nur-Sultan,KZ-AST,KZ,218,55887
2021-06-02,Nur-Sultan,KZ-AST,KZ,272,56159
2021-06-03,Nur-Sultan,KZ-AST,KZ,222,56381
2021-06-04,Nur-Sultan,KZ-AST,KZ,181,56562
2021-06-05,Nur-Sultan,KZ-AST,KZ,210,56772
2021-06-06,Nur-Sultan,KZ-AST,KZ,120,56892
2021-06-07,Nur-Sultan,KZ-AST,KZ,73,56965
2021-06-08,Nur-Sultan,KZ-AST,KZ,203,57168
2021-06-09,Nur-Sultan,KZ-AST,KZ,222,57390
2021-06-10,Nur-Sultan,KZ-AST,KZ,205,57595
2021-06-11,Nur-Sultan,KZ-AST,KZ,286,57881
2021-06-12,Nur-Sultan,KZ-AST,KZ,257,58138
2021-06-13,Nur-Sultan,KZ-AST,KZ,215,58353
2021-06-14,Nur-Sultan,KZ-AST,KZ,181,58534
2021-06-15,Nur-Sultan,KZ-AST,KZ,294,58828
2021-06-16,Nur-Sultan,KZ-AST,KZ,343,59171
2021-06-17,Nur-Sultan,KZ-AST,KZ,372,59543
2021-06-18,Nur-Sultan,KZ-AST,KZ,367,59910
2021-06-19,Nur-Sultan,KZ-AST,KZ,342,60252
2021-06-20,Nur-Sultan,KZ-AST,KZ,215,60467
2021-06-21,Nur-Sultan,KZ-AST,KZ,323,60790
2021-06-22,Nur-Sultan,KZ-AST,KZ,413,61203
2021-06-23,Nur-Sultan,KZ-AST,KZ,568,61771
2021-06-24,Nur-Sultan,KZ-AST,KZ,506,62277
2021-06-25,Nur-Sultan,KZ-AST,KZ,628,62905
2021-06-26,Nur-Sultan,KZ-AST,KZ,628,63533
2021-06-27,Nur-Sultan,KZ-AST,KZ,435,63968
2021-06-28,Nur-Sultan,KZ-AST,KZ,370,64338
2021-06-29,Nur-Sultan,KZ-AST,KZ,678,65016
2020-03-27,Atyrau Region,KZ-ATY,KZ,3,3
2020-03-28,Atyrau Region,KZ-ATY,KZ,2,5
2020-03-29,Atyrau Region,KZ-ATY,KZ,7,12
2020-03-31,Atyrau Region,KZ-ATY,KZ,1,13
2020-04-01,Atyrau Region,KZ-ATY,KZ,3,16
2020-04-02,Atyrau Region,KZ-ATY,KZ,3,19
2020-04-03,Atyrau Region,KZ-ATY,KZ,1,20
2020-04-04,Atyrau Region,KZ-ATY,KZ,2,22
2020-04-05,Atyrau Region,KZ-ATY,KZ,7,29
2020-04-07,Atyrau Region,KZ-ATY,KZ,3,32
2020-04-08,Atyrau Region,KZ-ATY,KZ,4,36
2020-04-09,Atyrau Region,KZ-ATY,KZ,6,42
2020-04-10,Atyrau Region,KZ-ATY,KZ,6,48
2020-04-11,Atyrau Region,KZ-ATY,KZ,11,59
2020-04-13,Atyrau Region,KZ-ATY,KZ,3,62
2020-04-14,Atyrau Region,KZ-ATY,KZ,7,69
2020-04-15,Atyrau Region,KZ-ATY,KZ,1,70
2020-04-16,Atyrau Region,KZ-ATY,KZ,1,71
2020-04-17,Atyrau Region,KZ-ATY,KZ,1,72
2020-04-18,Atyrau Region,KZ-ATY,KZ,4,76
2020-04-19,Atyrau Region,KZ-ATY,KZ,4,80
2020-04-21,Atyrau Region,KZ-ATY,KZ,2,82
2020-04-24,Atyrau Region,KZ-ATY,KZ,6,88
2020-04-25,Atyrau Region,KZ-ATY,KZ,20,108
2020-04-26,Atyrau Region,KZ-ATY,KZ,11,119
2020-04-27,Atyrau Region,KZ-ATY,KZ,4,123
2020-04-28,Atyrau Region,KZ-ATY,KZ,5,128
2020-04-29,Atyrau Region,KZ-ATY,KZ,7,135
2020-04-30,Atyrau Region,KZ-ATY,KZ,4,139
2020-05-01,Atyrau Region,KZ-ATY,KZ,7,146
2020-05-02,Atyrau Region,KZ-ATY,KZ,28,174
2020-05-03,Atyrau Region,KZ-ATY,KZ,7,181
2020-05-04,Atyrau Region,KZ-ATY,KZ,12,193
2020-05-05,Atyrau Region,KZ-ATY,KZ,16,209
2020-05-06,Atyrau Region,KZ-ATY,KZ,20,229
2020-05-07,Atyrau Region,KZ-ATY,KZ,11,240
2020-05-08,Atyrau Region,KZ-ATY,KZ,32,272
2020-05-09,Atyrau Region,KZ-ATY,KZ,23,295
2020-05-10,Atyrau Region,KZ-ATY,KZ,4,299
2020-05-11,Atyrau Region,KZ-ATY,KZ,24,323
2020-05-12,Atyrau Region,KZ-ATY,KZ,17,340
2020-05-13,Atyrau Region,KZ-ATY,KZ,92,432
2020-05-14,Atyrau Region,KZ-ATY,KZ,25,457
2020-05-15,Atyrau Region,KZ-ATY,KZ,17,474
2020-05-16,Atyrau Region,KZ-ATY,KZ,32,506
2020-05-17,Atyrau Region,KZ-ATY,KZ,35,541
2020-05-18,Atyrau Region,KZ-ATY,KZ,86,627
2020-05-19,Atyrau Region,KZ-ATY,KZ,142,769
2020-05-20,Atyrau Region,KZ-ATY,KZ,23,792
2020-05-21,Atyrau Region,KZ-ATY,KZ,24,816
2020-05-22,Atyrau Region,KZ-ATY,KZ,25,841
2020-05-23,Atyrau Region,KZ-ATY,KZ,16,857
2020-05-24,Atyrau Region,KZ-ATY,KZ,22,879
2020-05-25,Atyrau Region,KZ-ATY,KZ,12,891
2020-05-26,Atyrau Region,KZ-ATY,KZ,32,923
2020-05-27,Atyrau Region,KZ-ATY,KZ,21,944
2020-05-28,Atyrau Region,KZ-ATY,KZ,15,959
2020-05-29,Atyrau Region,KZ-ATY,KZ,21,980
2020-05-30,Atyrau Region,KZ-ATY,KZ,44,1024
2020-05-31,Atyrau Region,KZ-ATY,KZ,12,1036
2020-06-01,Atyrau Region,KZ-ATY,KZ,69,1105
2020-06-02,Atyrau Region,KZ-ATY,KZ,14,1119
2020-06-03,Atyrau Region,KZ-ATY,KZ,21,1140
2020-06-04,Atyrau Region,KZ-ATY,KZ,35,1175
2020-06-05,Atyrau Region,KZ-ATY,KZ,10,1185
2020-06-06,Atyrau Region,KZ-ATY,KZ,11,1196
2020-06-07,Atyrau Region,KZ-ATY,KZ,6,1202
2020-06-08,Atyrau Region,KZ-ATY,KZ,11,1213
2020-06-09,Atyrau Region,KZ-ATY,KZ,9,1222
2020-06-10,Atyrau Region,KZ-ATY,KZ,5,1227
2020-06-11,Atyrau Region,KZ-ATY,KZ,5,1232
2020-06-12,Atyrau Region,KZ-ATY,KZ,14,1246
2020-06-13,Atyrau Region,KZ-ATY,KZ,32,1278
2020-06-14,Atyrau Region,KZ-ATY,KZ,9,1287
2020-06-15,Atyrau Region,KZ-ATY,KZ,23,1310
2020-06-16,Atyrau Region,KZ-ATY,KZ,14,1324
2020-06-17,Atyrau Region,KZ-ATY,KZ,17,1341
2020-06-18,Atyrau Region,KZ-ATY,KZ,21,1362
2020-06-19,Atyrau Region,KZ-ATY,KZ,17,1379
2020-06-20,Atyrau Region,KZ-ATY,KZ,7,1386
2020-06-21,Atyrau Region,KZ-ATY,KZ,16,1402
2020-06-22,Atyrau Region,KZ-ATY,KZ,38,1440
2020-06-23,Atyrau Region,KZ-ATY,KZ,35,1475
2020-06-24,Atyrau Region,KZ-ATY,KZ,20,1495
2020-06-25,Atyrau Region,KZ-ATY,KZ,24,1519
2020-06-26,Atyrau Region,KZ-ATY,KZ,65,1584
2020-06-28,Atyrau Region,KZ-ATY,KZ,22,1606
2020-06-29,Atyrau Region,KZ-ATY,KZ,11,1617
2020-06-30,Atyrau Region,KZ-ATY,KZ,23,1640
2020-07-01,Atyrau Region,KZ-ATY,KZ,2493,4133
2020-07-02,Atyrau Region,KZ-ATY,KZ,287,4420
2020-07-03,Atyrau Region,KZ-ATY,KZ,327,4747
2020-07-04,Atyrau Region,KZ-ATY,KZ,377,5124
2020-07-05,Atyrau Region,KZ-ATY,KZ,342,5466
