date,name,iso3166-2,iso3166-1,cases,cumulative_cases
2020-09-19,Kyzylorda Region,KZ-KZY,KZ,1,3238
2020-09-21,Kyzylorda Region,KZ-KZY,KZ,2,3240
2020-09-22,Kyzylorda Region,KZ-KZY,KZ,1,3241
2020-09-23,Kyzylorda Region,KZ-KZY,KZ,1,3242
2020-10-01,Kyzylorda Region,KZ-KZY,KZ,1,3243
2020-10-02,Kyzylorda Region,KZ-KZY,KZ,1,3244
2020-10-06,Kyzylorda Region,KZ-KZY,KZ,1,3245
2020-10-16,Kyzylorda Region,KZ-KZY,KZ,3,3248
2020-10-19,Kyzylorda Region,KZ-KZY,KZ,1,3249
2020-10-21,Kyzylorda Region,KZ-KZY,KZ,1,3250
2020-10-22,Kyzylorda Region,KZ-KZY,KZ,2,3252
2020-10-27,Kyzylorda Region,KZ-KZY,KZ,1,3253
2020-10-29,Kyzylorda Region,KZ-KZY,KZ,6,3259
2020-10-30,Kyzylorda Region,KZ-KZY,KZ,3,3262
2020-11-11,Kyzylorda Region,KZ-KZY,KZ,2,3264
2020-11-12,Kyzylorda Region,KZ-KZY,KZ,2,3266
2020-11-13,Kyzylorda Region,KZ-KZY,KZ,2,3268
2020-11-16,Kyzylorda Region,KZ-KZY,KZ,1,3269
2020-11-18,Kyzylorda Region,KZ-KZY,KZ,5,3274
2020-11-20,Kyzylorda Region,KZ-KZY,KZ,6,3280
2020-11-21,Kyzylorda Region,KZ-KZY,KZ,4,3284
2020-11-22,Kyzylorda Region,KZ-KZY,KZ,1,3285
2020-11-24,Kyzylorda Region,KZ-KZY,KZ,1,3286
2020-11-25,Kyzylorda Region,KZ-KZY,KZ,3,3289
2020-11-28,Kyzylorda Region,KZ-KZY,KZ,1,3290
2020-11-30,Kyzylorda Region,KZ-KZY,KZ,3,3293
2020-12-01,Kyzylorda Region,KZ-KZY,KZ,1,3294
2020-12-02,Kyzylorda Region,KZ-KZY,KZ,2,3296
2020-12-04,Kyzylorda Region,KZ-KZY,KZ,1,3297
2020-12-05,Kyzylorda Region,KZ-KZY,KZ,2,3299
2020-12-06,Kyzylorda Region,KZ-KZY,KZ,2,3301
2020-12-08,Kyzylorda Region,KZ-KZY,KZ,1,3302
2020-12-09,Kyzylorda Region,KZ-KZY,KZ,2,3304
2020-12-10,Kyzylorda Region,KZ-KZY,KZ,4,3308
2020-12-11,Kyzylorda Region,KZ-KZY,KZ,3,3311
2020-12-12,Kyzylorda Region,KZ-KZY,KZ,3,3314
2020-12-13,Kyzylorda Region,KZ-KZY,KZ,7,3321
2020-12-14,Kyzylorda Region,KZ-KZY,KZ,4,3325
2020-12-15,Kyzylorda Region,KZ-KZY,KZ,9,3334
2020-12-16,Kyzylorda Region,KZ-KZY,KZ,2,3336
2020-12-17,Kyzylorda Region,KZ-KZY,KZ,2,3338
2020-12-18,Kyzylorda Region,KZ-KZY,KZ,1,3339
2020-12-19,Kyzylorda Region,KZ-KZY,KZ,1,3340
2020-12-20,Kyzylorda Region,KZ-KZY,KZ,1,3341
2020-12-21,Kyzylorda Region,KZ-KZY,KZ,4,3345
2020-12-22,Kyzylorda Region,KZ-KZY,KZ,8,3353
2020-12-23,Kyzylorda Region,KZ-KZY,KZ,2,3355
2020-12-24,Kyzylorda Region,KZ-KZY,KZ,4,3359
2020-12-25,Kyzylorda Region,KZ-KZY,KZ,8,3367
2020-12-26,Kyzylorda Region,KZ-KZY,KZ,6,3373
2020-12-27,Kyzylorda Region,KZ-KZY,KZ,1,3374
2020-12-28,Kyzylorda Region,KZ-KZY,KZ,1,3375
2020-12-29,Kyzylorda Region,KZ-KZY,KZ,3,3378
2020-12-30,Kyzylorda Region,KZ-KZY,KZ,8,3386
2020-12-31,Kyzylorda Region,KZ-KZY,KZ,6,3392
2021-01-01,Kyzylorda Region,KZ-KZY,KZ,2,3394
2021-01-02,Kyzylorda Region,KZ-KZY,KZ,7,3401
2021-01-03,Kyzylorda Region,KZ-KZY,KZ,3,3404
2021-01-04,Kyzylorda Region,KZ-KZY,KZ,6,3410
2021-01-05,Kyzylorda Region,KZ-KZY,KZ,8,3418
2021-01-06,Kyzylorda Region,KZ-KZY,KZ,7,3425
2021-01-07,Kyzylorda Region,KZ-KZY,KZ,4,3429
2021-01-08,Kyzylorda Region,KZ-KZY,KZ,6,3435
2021-01-10,Kyzylorda Region,KZ-KZY,KZ,8,3443
2021-01-11,Kyzylorda Region,KZ-KZY,KZ,6,3449
2021-01-12,Kyzylorda Region,KZ-KZY,KZ,3,3452
2021-01-13,Kyzylorda Region,KZ-KZY,KZ,11,3463
2021-01-14,Kyzylorda Region,KZ-KZY,KZ,9,3472
2021-01-15,Kyzylorda Region,KZ-KZY,KZ,8,3480
2021-01-16,Kyzylorda Region,KZ-KZY,KZ,3,3483
2021-01-17,Kyzylorda Region,KZ-KZY,KZ,5,3488
2021-01-18,Kyzylorda Region,KZ-KZY,KZ,5,3493
2021-01-19,Kyzylorda Region,KZ-KZY,KZ,7,3500
2021-01-20,Kyzylorda Region,KZ-KZY,KZ,6,3506
2021-01-21,Kyzylorda Region,KZ-KZY,KZ,10,3516
2021-01-22,Kyzylorda Region,KZ-KZY,KZ,3,3519
2021-01-23,Kyzylorda Region,KZ-KZY,KZ,16,3535
2021-01-24,Kyzylorda Region,KZ-KZY,KZ,9,3544
2021-01-25,Kyzylorda Region,KZ-KZY,KZ,3,3547
2021-01-26,Kyzylorda Region,KZ-KZY,KZ,11,3558
2021-01-27,Kyzylorda Region,KZ-KZY,KZ,13,3571
2021-01-28,Kyzylorda Region,KZ-KZY,KZ,12,3583
2021-01-29,Kyzylorda Region,KZ-KZY,KZ,11,3594
2021-01-30,Kyzylorda Region,KZ-KZY,KZ,6,3600
2021-01-31,Kyzylorda Region,KZ-KZY,KZ,9,3609
2021-02-01,Kyzylorda Region,KZ-KZY,KZ,8,3617
2021-02-02,Kyzylorda Region,KZ-KZY,KZ,3,3620
2021-02-03,Kyzylorda Region,KZ-KZY,KZ,7,3627
2021-02-04,Kyzylorda Region,KZ-KZY,KZ,3,3630
2021-02-05,Kyzylorda Region,KZ-KZY,KZ,2,3632
2021-02-06,Kyzylorda Region,KZ-KZY,KZ,8,3640
2021-02-07,Kyzylorda Region,KZ-KZY,KZ,7,3647
2021-02-08,Kyzylorda Region,KZ-KZY,KZ,10,3657
2021-02-09,Kyzylorda Region,KZ-KZY,KZ,9,3666
2021-02-10,Kyzylorda Region,KZ-KZY,KZ,9,3675
2021-02-11,Kyzylorda Region,KZ-KZY,KZ,4,3679
2021-02-12,Kyzylorda Region,KZ-KZY,KZ,18,3697
2021-02-13,Kyzylorda Region,KZ-KZY,KZ,17,3714
2021-02-14,Kyzylorda Region,KZ-KZY,KZ,13,3727
2021-02-15,Kyzylorda Region,KZ-KZY,KZ,4,3731
2021-02-16,Kyzylorda Region,KZ-KZY,KZ,5,3736
2021-02-17,Kyzylorda Region,KZ-KZY,KZ,6,3742
2021-02-18,Kyzylorda Region,KZ-KZY,KZ,17,3759
2021-02-19,Kyzylorda Region,KZ-KZY,KZ,9,3768
2021-02-20,Kyzylorda Region,KZ-KZY,KZ,7,3775
2021-02-21,Kyzylorda Region,KZ-KZY,KZ,12,3787
2021-02-22,Kyzylorda Region,KZ-KZY,KZ,9,3796
2021-02-23,Kyzylorda Region,KZ-KZY,KZ,14,3810
2021-02-24,Kyzylorda Region,KZ-KZY,KZ,11,3821
2021-02-25,Kyzylorda Region,KZ-KZY,KZ,8,3829
2021-02-26,Kyzylorda Region,KZ-KZY,KZ,6,3835
2021-02-27,Kyzylorda Region,KZ-KZY,KZ,6,3841
2021-02-28,Kyzylorda Region,KZ-KZY,KZ,8,3849
2021-03-01,Kyzylorda Region,KZ-KZY,KZ,6,3855
2021-03-02,Kyzylorda Region,KZ-KZY,KZ,48,3903
2021-03-04,Kyzylorda Region,KZ-KZY,KZ,3,3906
2021-03-05,Kyzylorda Region,KZ-KZY,KZ,1,3907
2021-03-06,Kyzylorda Region,KZ-KZY,KZ,4,3911
2021-03-07,Kyzylorda Region,KZ-KZY,KZ,5,3916
2021-03-09,Kyzylorda Region,KZ-KZY,KZ,2,3918
2021-03-10,Kyzylorda Region,KZ-KZY,KZ,1,3919
2021-03-16,Kyzylorda Region,KZ-KZY,KZ,3,3922
2021-03-17,Kyzylorda Region,KZ-KZY,KZ,4,3926
2021-03-18,Kyzylorda Region,KZ-KZY,KZ,4,3930
2021-03-19,Kyzylorda Region,KZ-KZY,KZ,3,3933
2021-03-20,Kyzylorda Region,KZ-KZY,KZ,4,3937
2021-03-21,Kyzylorda Region,KZ-KZY,KZ,4,3941
2021-03-22,Kyzylorda Region,KZ-KZY,KZ,4,3945
2021-03-23,Kyzylorda Region,KZ-KZY,KZ,10,3955
2021-03-24,Kyzylorda Region,KZ-KZY,KZ,4,3959
2021-03-26,Kyzylorda Region,KZ-KZY,KZ,24,3983
2021-03-27,Kyzylorda Region,KZ-KZY,KZ,11,3994
2021-03-28,Kyzylorda Region,KZ-KZY,KZ,13,4007
2021-03-29,Kyzylorda Region,KZ-KZY,KZ,9,4016
2021-03-30,Kyzylorda Region,KZ-KZY,KZ,13,4029
2021-03-31,Kyzylorda Region,KZ-KZY,KZ,15,4044
2021-04-01,Kyzylorda Region,KZ-KZY,KZ,27,4071
2021-04-02,Kyzylorda Region,KZ-KZY,KZ,32,4103
2021-04-03,Kyzylorda Region,KZ-KZY,KZ,38,4141
2021-04-04,Kyzylorda Region,KZ-KZY,KZ,18,4159
2021-04-05,Kyzylorda Region,KZ-KZY,KZ,39,4198
2021-04-06,Kyzylorda Region,KZ-KZY,KZ,25,4223
2021-04-07,Kyzylorda Region,KZ-KZY,KZ,22,4245
2021-04-08,Kyzylorda Region,KZ-KZY,KZ,43,4288
2021-04-09,Kyzylorda Region,KZ-KZY,KZ,42,4330
2021-04-10,Kyzylorda Region,KZ-KZY,KZ,42,4372
2021-04-11,Kyzylorda Region,KZ-KZY,KZ,35,4407
2021-04-12,Kyzylorda Region,KZ-KZY,KZ,51,4458
2021-04-13,Kyzylorda Region,KZ-KZY,KZ,32,4490
2021-04-14,Kyzylorda Region,KZ-KZY,KZ,65,4555
2021-04-15,Kyzylorda Region,KZ-KZY,KZ,75,4630
2021-04-16,Kyzylorda Region,KZ-KZY,KZ,75,4705
2021-04-17,Kyzylorda Region,KZ-KZY,KZ,58,4763
2021-04-18,Kyzylorda Region,KZ-KZY,KZ,35,4798
2021-04-19,Kyzylorda Region,KZ-KZY,KZ,45,4843
2021-04-20,Kyzylorda Region,KZ-KZY,KZ,47,4890
2021-04-21,Kyzylorda Region,KZ-KZY,KZ,72,4962
2021-04-22,Kyzylorda Region,KZ-KZY,KZ,71,5033
2021-04-23,Kyzylorda Region,KZ-KZY,KZ,69,5102
2021-04-24,Kyzylorda Region,KZ-KZY,KZ,57,5159
2021-04-25,Kyzylorda Region,KZ-KZY,KZ,82,5241
2021-04-26,Kyzylorda Region,KZ-KZY,KZ,52,5293
2021-04-27,Kyzylorda Region,KZ-KZY,KZ,57,5350
2021-04-28,Kyzylorda Region,KZ-KZY,KZ,77,5427
2021-04-29,Kyzylorda Region,KZ-KZY,KZ,70,5497
2021-05-01,Kyzylorda Region,KZ-KZY,KZ,131,5628
2021-05-02,Kyzylorda Region,KZ-KZY,KZ,93,5721
2021-05-03,Kyzylorda Region,KZ-KZY,KZ,73,5794
2021-05-04,Kyzylorda Region,KZ-KZY,KZ,69,5863
2021-05-05,Kyzylorda Region,KZ-KZY,KZ,32,5895
2021-05-06,Kyzylorda Region,KZ-KZY,KZ,58,5953
2021-05-07,Kyzylorda Region,KZ-KZY,KZ,33,5986
2021-05-08,Kyzylorda Region,KZ-KZY,KZ,52,6038
2021-05-09,Kyzylorda Region,KZ-KZY,KZ,22,6060
2021-05-10,Kyzylorda Region,KZ-KZY,KZ,27,6087
2021-05-11,Kyzylorda Region,KZ-KZY,KZ,28,6115
2021-05-12,Kyzylorda Region,KZ-KZY,KZ,30,6145
2021-05-13,Kyzylorda Region,KZ-KZY,KZ,31,6176
2021-05-14,Kyzylorda Region,KZ-KZY,KZ,41,6217
2021-05-15,Kyzylorda Region,KZ-KZY,KZ,34,6251
2021-05-16,Kyzylorda Region,KZ-KZY,KZ,16,6267
2021-05-17,Kyzylorda Region,KZ-KZY,KZ,35,6302
2021-05-18,Kyzylorda Region,KZ-KZY,KZ,24,6326
2021-05-19,Kyzylorda Region,KZ-KZY,KZ,39,6365
2021-05-20,Kyzylorda Region,KZ-KZY,KZ,36,6401
2021-05-21,Kyzylorda Region,KZ-KZY,KZ,27,6428
2021-05-22,Kyzylorda Region,KZ-KZY,KZ,19,6447
2021-05-23,Kyzylorda Region,KZ-KZY,KZ,43,6490
2021-05-24,Kyzylorda Region,KZ-KZY,KZ,13,6503
2021-05-25,Kyzylorda Region,KZ-KZY,KZ,10,6513
2021-05-26,Kyzylorda Region,KZ-KZY,KZ,21,6534
2021-05-27,Kyzylorda Region,KZ-KZY,KZ,13,6547
2021-05-28,Kyzylorda Region,KZ-KZY,KZ,19,6566
2021-05-29,Kyzylorda Region,KZ-KZY,KZ,17,6583
2021-05-30,Kyzylorda Region,KZ-KZY,KZ,15,6598
2021-05-31,Kyzylorda Region,KZ-KZY,KZ,9,6607
2021-06-01,Kyzylorda Region,KZ-KZY,KZ,7,6614
2021-06-02,Kyzylorda Region,KZ-KZY,KZ,8,6622
2021-06-03,Kyzylorda Region,KZ-KZY,KZ,9,6631
2021-06-04,Kyzylorda Region,KZ-KZY,KZ,11,6642
2021-06-05,Kyzylorda Region,KZ-KZY,KZ,7,6649
2021-06-06,Kyzylorda Region,KZ-KZY,KZ,9,6658
2021-06-07,Kyzylorda Region,KZ-KZY,KZ,8,6666
2021-06-08,Kyzylorda Region,KZ-KZY,KZ,6,6672
2021-06-09,Kyzylorda Region,KZ-KZY,KZ,10,6682
2021-06-10,Kyzylorda Region,KZ-KZY,KZ,18,6700
2021-06-11,Kyzylorda Region,KZ-KZY,KZ,13,6713
2021-06-12,Kyzylorda Region,KZ-KZY,KZ,11,6724
2021-06-13,Kyzylorda Region,KZ-KZY,KZ,25,6749
2021-06-14,Kyzylorda Region,KZ-KZY,KZ,15,6764
2021-06-15,Kyzylorda Region,KZ-KZY,KZ,7,6771
2021-06-16,Kyzylorda Region,KZ-KZY,KZ,26,6797
2021-06-17,Kyzylorda Region,KZ-KZY,KZ,20,6817
2021-06-18,Kyzylorda Region,KZ-KZY,KZ,22,6839
2021-06-19,Kyzylorda Region,KZ-KZY,KZ,20,6859
2021-06-20,Kyzylorda Region,KZ-KZY,KZ,16,6875
2021-06-21,Kyzylorda Region,KZ-KZY,KZ,30,6905
2021-06-22,Kyzylorda Region,KZ-KZY,KZ,28,6933
2021-06-23,Kyzylorda Region,KZ-KZY,KZ,29,6962
2021-06-24,Kyzylorda Region,KZ-KZY,KZ,31,6993
2021-06-25,Kyzylorda Region,KZ-KZY,KZ,28,7021
2021-06-26,Kyzylorda Region,KZ-KZY,KZ,28,7049
2021-06-27,Kyzylorda Region,KZ-KZY,KZ,33,7082
2021-06-28,Kyzylorda Region,KZ-KZY,KZ,17,7099
2021-06-29,Kyzylorda Region,KZ-KZY,KZ,14,7113
2020-03-27,Mangystau Region,KZ-MAN,KZ,1,1
2020-04-03,Mangystau Region,KZ-MAN,KZ,1,2
2020-04-04,Mangystau Region,KZ-MAN,KZ,1,3
2020-04-06,Mangystau Region,KZ-MAN,KZ,2,5
2020-04-08,Mangystau Region,KZ-MAN,KZ,1,6
2020-04-09,Mangystau Region,KZ-MAN,KZ,1,7
2020-04-10,Mangystau Region,KZ-MAN,KZ,2,9
2020-04-12,Mangystau Region,KZ-MAN,KZ,1,10
2020-04-15,Mangystau Region,KZ-MAN,KZ,1,11
2020-04-16,Mangystau Region,KZ-MAN,KZ,1,12
2020-04-21,Mangystau Region,KZ-MAN,KZ,2,14
2020-04-22,Mangystau Region,KZ-MAN,KZ,4,18
2020-04-23,Mangystau Region,KZ-MAN,KZ,1,19
2020-04-24,Mangystau Region,KZ-MAN,KZ,1,20
2020-04-25,Mangystau Region,KZ-MAN,KZ,6,26
2020-04-26,Mangystau Region,KZ-MAN,KZ,1,27
2020-04-27,Mangystau Region,KZ-MAN,KZ,3,30
2020-04-28,Mangystau Region,KZ-MAN,KZ,2,32
2020-04-29,Mangystau Region,KZ-MAN,KZ,13,45
2020-04-30,Mangystau Region,KZ-MAN,KZ,3,48
2020-05-01,Mangystau Region,KZ-MAN,KZ,9,57
2020-05-02,Mangystau Region,KZ-MAN,KZ,5,62
2020-05-03,Mangystau Region,KZ-MAN,KZ,3,65
2020-05-04,Mangystau Region,KZ-MAN,KZ,9,74
2020-05-05,Mangystau Region,KZ-MAN,KZ,11,85
2020-05-06,Mangystau Region,KZ-MAN,KZ,11,96
2020-05-07,Mangystau Region,KZ-MAN,KZ,9,105
2020-05-08,Mangystau Region,KZ-MAN,KZ,4,109
2020-05-09,Mangystau Region,KZ-MAN,KZ,4,113
2020-05-10,Mangystau Region,KZ-MAN,KZ,7,120
2020-05-11,Mangystau Region,KZ-MAN,KZ,9,129
2020-05-12,Mangystau Region,KZ-MAN,KZ,1,130
2020-05-14,Mangystau Region,KZ-MAN,KZ,8,138
2020-05-15,Mangystau Region,KZ-MAN,KZ,3,141
2020-05-16,Mangystau Region,KZ-MAN,KZ,6,147
2020-05-17,Mangystau Region,KZ-MAN,KZ,6,153
2020-05-18,Mangystau Region,KZ-MAN,KZ,8,161
2020-05-19,Mangystau Region,KZ-MAN,KZ,1,162
2020-05-20,Mangystau Region,KZ-MAN,KZ,1,163
2020-05-21,Mangystau Region,KZ-MAN,KZ,1,164
2020-05-24,Mangystau Region,KZ-MAN,KZ,2,166
2020-05-25,Mangystau Region,KZ-MAN,KZ,1,167
2020-05-26,Mangystau Region,KZ-MAN,KZ,5,172
2020-05-27,Mangystau Region,KZ-MAN,KZ,4,176
2020-05-28,Mangystau Region,KZ-MAN,KZ,1,177
2020-05-29,Mangystau Region,KZ-MAN,KZ,40,217
2020-05-30,Mangystau Region,KZ-MAN,KZ,7,224
2020-05-31,Mangystau Region,KZ-MAN,KZ,31,255
2020-06-01,Mangystau Region,KZ-MAN,KZ,17,272
2020-06-02,Mangystau Region,KZ-MAN,KZ,19,291
2020-06-03,Mangystau Region,KZ-MAN,KZ,17,308
2020-06-05,Mangystau Region,KZ-MAN,KZ,11,319
2020-06-06,Mangystau Region,KZ-MAN,KZ,4,323
2020-06-07,Mangystau Region,KZ-MAN,KZ,2,325
2020-06-08,Mangystau Region,KZ-MAN,KZ,3,328
2020-06-09,Mangystau Region,KZ-MAN,KZ,3,331
2020-06-10,Mangystau Region,KZ-MAN,KZ,12,343
2020-06-11,Mangystau Region,KZ-MAN,KZ,14,357
2020-06-12,Mangystau Region,KZ-MAN,KZ,11,368
2020-06-13,Mangystau Region,KZ-MAN,KZ,3,371
2020-06-14,Mangystau Region,KZ-MAN,KZ,7,378
2020-06-15,Mangystau Region,KZ-MAN,KZ,1,379
2020-06-16,Mangystau Region,KZ-MAN,KZ,18,397
2020-06-17,Mangystau Region,KZ-MAN,KZ,4,401
2020-06-18,Mangystau Region,KZ-MAN,KZ,3,404
2020-06-19,Mangystau Region,KZ-MAN,KZ,5,409
2020-06-20,Mangystau Region,KZ-MAN,KZ,10,419
2020-06-22,Mangystau Region,KZ-MAN,KZ,15,434
2020-06-23,Mangystau Region,KZ-MAN,KZ,2,436
2020-06-24,Mangystau Region,KZ-MAN,KZ,7,443
2020-06-25,Mangystau Region,KZ-MAN,KZ,6,449
2020-06-26,Mangystau Region,KZ-MAN,KZ,13,462
2020-06-27,Mangystau Region,KZ-MAN,KZ,5,467
2020-06-28,Mangystau Region,KZ-MAN,KZ,5,472
2020-06-29,Mangystau Region,KZ-MAN,KZ,6,478
2020-06-30,Mangystau Region,KZ-MAN,KZ,6,484
2020-07-01,Mangystau Region,KZ-MAN,KZ,650,1134
2020-07-02,Mangystau Region,KZ-MAN,KZ,83,1217
2020-07-03,Mangystau Region,KZ-MAN,KZ,78,1295
2020-07-04,Mangystau Region,KZ-MAN,KZ,114,1409
2020-07-05,Mangystau Region,KZ-MAN,KZ,44,1453
2020-07-06,Mangystau Region,KZ-MAN,KZ,124,1577
2020-07-07,Mangystau Region,KZ-MAN,KZ,13,1590
2020-07-08,Mangystau Region,KZ-MAN,KZ,82,1672
2020-07-09,Mangystau Region,KZ-MAN,KZ,70,1742
2020-07-10,Mangystau Region,KZ-MAN,KZ,52,1794
2020-07-11,Mangystau Region,KZ-MAN,KZ,76,1870
2020-07-12,Mangystau Region,KZ-MAN,KZ,72,1942
2020-07-13,Mangystau Region,KZ-MAN,KZ,107,2049
2020-07-14,Mangystau Region,KZ-MAN,KZ,24,2073
2020-07-15,Mangystau Region,KZ-MAN,KZ,38,2111
2020-07-16,Mangystau Region,KZ-MAN,KZ,41,2152
2020-07-17,Mangystau Region,KZ-MAN,KZ,53,2205
2020-07-18,Mangystau Region,KZ-MAN,KZ,45,2250
2020-07-22,Mangystau Region,KZ-MAN,KZ,147,2397
2020-08-06,Mangystau Region,KZ-MAN,KZ,633,3030
2020-08-23,Mangystau Region,KZ-MAN,KZ,285,3315
2020-08-24,Mangystau Region,KZ-MAN,KZ,7,3322
2020-08-25,Mangystau Region,KZ-MAN,KZ,5,3327
2020-08-26,Mangystau Region,KZ-MAN,KZ,3,3330
2020-08-27,Mangystau Region,KZ-MAN,KZ,3,3333
2020-08-28,Mangystau Region,KZ-MAN,KZ,1,3334
2020-09-09,Mangystau Region,KZ-MAN,KZ,2,3336
2020-09-10,Mangystau Region,KZ-MAN,KZ,1,3337
2020-09-21,Mangystau Region,KZ-MAN,KZ,1,3338
2020-09-26,Mangystau Region,KZ-MAN,KZ,2,3340
2020-10-03,Mangystau Region,KZ-MAN,KZ,1,3341
2020-10-05,Mangystau Region,KZ-MAN,KZ,2,3343
2020-10-07,Mangystau Region,KZ-MAN,KZ,3,3346
2020-10-08,Mangystau Region,KZ-MAN,KZ,3,3349
2020-10-09,Mangystau Region,KZ-MAN,KZ,6,3355
2020-10-10,Mangystau Region,KZ-MAN,KZ,2,3357
2020-10-11,Mangystau Region,KZ-MAN,KZ,5,3362
2020-10-13,Mangystau Region,KZ-MAN,KZ,1,3363
2020-10-14,Mangystau Region,KZ-MAN,KZ,4,3367
2020-10-15,Mangystau Region,KZ-MAN,KZ,3,3370
2020-10-17,Mangystau Region,KZ-MAN,KZ,1,3371
2020-10-18,Mangystau Region,KZ-MAN,KZ,1,3372
2020-10-20,Mangystau Region,KZ-MAN,KZ,1,3373
2020-10-21,Mangystau Region,KZ-MAN,KZ,2,3375
2020-10-22,Mangystau Region,KZ-MAN,KZ,2,3377
2020-10-23,Mangystau Region,KZ-MAN,KZ,1,3378
2020-10-24,Mangystau Region,KZ-MAN,KZ,6,3384
2020-10-25,Mangystau Region,KZ-MAN,KZ,1,3385
2020-10-26,Mangystau Region,KZ-MAN,KZ,3,3388
2020-10-27,Mangystau Region,KZ-MAN,KZ,3,3391
2020-10-30,Mangystau Region,KZ-MAN,KZ,1,3392
2020-10-31,Mangystau Region,KZ-MAN,KZ,6,3398
2020-11-01,Mangystau Region,KZ-MAN,KZ,5,3403
2020-11-05,Mangystau Region,KZ-MAN,KZ,2,3405
2020-11-07,Mangystau Region,KZ-MAN,KZ,3,3408
2020-11-10,Mangystau Region,KZ-MAN,KZ,2,3410
2020-11-11,Mangystau Region,KZ-MAN,KZ,1,3411
2020-11-12,Mangystau Region,KZ-MAN,KZ,3,3414
2020-11-13,Mangystau Region,KZ-MAN,KZ,1,3415
2020-11-14,Mangystau Region,KZ-MAN,KZ,1,3416
2020-11-17,Mangystau Region,KZ-MAN,KZ,2,3418
2020-11-18,Mangystau Region,KZ-MAN,KZ,2,3420
2020-11-20,Mangystau Region,KZ-MAN,KZ,2,3422
2020-11-21,Mangystau Region,KZ-MAN,KZ,2,3424
2020-11-22,Mangystau Region,KZ-MAN,KZ,2,3426
2020-11-24,Mangystau Region,KZ-MAN,KZ,2,3428
2020-11-25,Mangystau Region,KZ-MAN,KZ,3,3431
2020-11-27,Mangystau Region,KZ-MAN,KZ,3,3434
2020-11-29,Mangystau Region,KZ-MAN,KZ,1,3435
2020-12-01,Mangystau Region,KZ-MAN,KZ,1,3436
2020-12-02,Mangystau Region,KZ-MAN,KZ,5,3441
2020-12-03,Mangystau Region,KZ-MAN,KZ,4,3445
2020-12-05,Mangystau Region,KZ-MAN,KZ,5,3450
2020-12-06,Mangystau Region,KZ-MAN,KZ,5,3455
2020-12-07,Mangystau Region,KZ-MAN,KZ,1,3456
2020-12-08,Mangystau Region,KZ-MAN,KZ,3,3459
2020-12-09,Mangystau Region,KZ-MAN,KZ,9,3468
2020-12-10,Mangystau Region,KZ-MAN,KZ,9,3477
2020-12-11,Mangystau Region,KZ-MAN,KZ,9,3486
2020-12-12,Mangystau Region,KZ-MAN,KZ,9,3495
2020-12-13,Mangystau Region,KZ-MAN,KZ,10,3505
2020-12-14,Mangystau Region,KZ-MAN,KZ,5,3510
2020-12-15,Mangystau Region,KZ-MAN,KZ,9,3519
2020-12-16,Mangystau Region,KZ-MAN,KZ,10,3529
2020-12-17,Mangystau Region,KZ-MAN,KZ,10,3539
2020-12-18,Mangystau Region,KZ-MAN,KZ,10,3549
2020-12-19,Mangystau Region,KZ-MAN,KZ,12,3561
2020-12-20,Mangystau Region,KZ-MAN,KZ,13,3574
2020-12-21,Mangystau Region,KZ-MAN,KZ,17,3591
2020-12-22,Mangystau Region,KZ-MAN,KZ,18,3609
2020-12-23,Mangystau Region,KZ-MAN,KZ,18,3627
2020-12-24,Mangystau Region,KZ-MAN,KZ,12,3639
2020-12-25,Mangystau Region,KZ-MAN,KZ,7,3646
2020-12-26,Mangystau Region,KZ-MAN,KZ,19,3665
2020-12-27,Mangystau Region,KZ-MAN,KZ,2,3667
2020-12-28,Mangystau Region,KZ-MAN,KZ,4,3671
2020-12-29,Mangystau Region,KZ-MAN,KZ,11,3682
2020-12-30,Mangystau Region,KZ-MAN,KZ,19,3701
2020-12-31,Mangystau Region,KZ-MAN,KZ,9,3710
2021-01-01,Mangystau Region,KZ-MAN,KZ,14,3724
2021-01-02,Mangystau Region,KZ-MAN,KZ,11,3735
2021-01-03,Mangystau Region,KZ-MAN,KZ,13,3748
2021-01-04,Mangystau Region,KZ-MAN,KZ,11,3759
2021-01-05,Mangystau Region,KZ-MAN,KZ,7,3766
2021-01-06,Mangystau Region,KZ-MAN,KZ,5,3771
2021-01-07,Mangystau Region,KZ-MAN,KZ,8,3779
2021-01-08,Mangystau Region,KZ-MAN,KZ,11,3790
2021-01-09,Mangystau Region,KZ-MAN,KZ,10,3800
2021-01-10,Mangystau Region,KZ-MAN,KZ,10,3810
2021-01-12,Mangystau Region,KZ-MAN,KZ,15,3825
2021-01-13,Mangystau Region,KZ-MAN,KZ,10,3835
2021-01-14,Mangystau Region,KZ-MAN,KZ,10,3845
2021-01-15,Mangystau Region,KZ-MAN,KZ,7,3852
2021-01-16,Mangystau Region,KZ-MAN,KZ,17,3869
2021-01-17,Mangystau Region,KZ-MAN,KZ,17,3886
2021-01-18,Mangystau Region,KZ-MAN,KZ,2,3888
2021-01-19,Mangystau Region,KZ-MAN,KZ,17,3905
2021-01-20,Mangystau Region,KZ-MAN,KZ,17,3922
2021-01-21,Mangystau Region,KZ-MAN,KZ,16,3938
2021-01-22,Mangystau Region,KZ-MAN,KZ,11,3949
2021-01-23,Mangystau Region,KZ-MAN,KZ,11,3960
2021-01-24,Mangystau Region,KZ-MAN,KZ,11,3971
2021-01-25,Mangystau Region,KZ-MAN,KZ,2,3973
