Region/Country/Area,Land,Year,Series,Value,Footnotes,Source
96,Brunei Darussalam,2010,Forest cover (thousand hectares),380.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
96,Brunei Darussalam,2010,Arable land (% of total land area),0.8000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
96,Brunei Darussalam,2010,Permanent crops (% of total land area),1.1000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
96,Brunei Darussalam,2010,Forest cover (% of total land area),72.1000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
96,Brunei Darussalam,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),62.8800,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
96,Brunei Darussalam,2016,Land area (thousand hectares),527.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
96,Brunei Darussalam,2016,Arable land (thousand hectares),5.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
96,Brunei Darussalam,2016,Permanent crops (thousand hectares),6.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
96,Brunei Darussalam,2016,Forest cover (thousand hectares),380.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
96,Brunei Darussalam,2016,Arable land (% of total land area),0.9000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
96,Brunei Darussalam,2016,Permanent crops (% of total land area),1.1000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
96,Brunei Darussalam,2016,Forest cover (% of total land area),72.1000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
96,Brunei Darussalam,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),62.8800,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
96,Brunei Darussalam,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),62.8800,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
100,Bulgaria,2005,Land area (thousand hectares),10864.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
100,Bulgaria,2005,Arable land (thousand hectares),3173.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
100,Bulgaria,2005,Permanent crops (thousand hectares),188.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
100,Bulgaria,2005,Forest cover (thousand hectares),3651.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
100,Bulgaria,2005,Arable land (% of total land area),29.2000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
100,Bulgaria,2005,Permanent crops (% of total land area),1.7000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
100,Bulgaria,2005,Forest cover (% of total land area),33.6000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
100,Bulgaria,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),41.1900,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
100,Bulgaria,2010,Land area (thousand hectares),10856.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
100,Bulgaria,2010,Arable land (thousand hectares),3186.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
100,Bulgaria,2010,Permanent crops (thousand hectares),164.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
100,Bulgaria,2010,Forest cover (thousand hectares),3737.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
100,Bulgaria,2010,Arable land (% of total land area),29.3000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
100,Bulgaria,2010,Permanent crops (% of total land area),1.5000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
100,Bulgaria,2010,Forest cover (% of total land area),34.4000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
100,Bulgaria,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),95.5500,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
100,Bulgaria,2016,Land area (thousand hectares),10856.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
100,Bulgaria,2016,Arable land (thousand hectares),3496.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
100,Bulgaria,2016,Permanent crops (thousand hectares),141.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
100,Bulgaria,2016,Forest cover (thousand hectares),3840.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
100,Bulgaria,2016,Arable land (% of total land area),32.2000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
100,Bulgaria,2016,Permanent crops (% of total land area),1.3000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
100,Bulgaria,2016,Forest cover (% of total land area),35.4000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
100,Bulgaria,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),95.5500,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
100,Bulgaria,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),95.5500,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
854,Burkina Faso,2005,Land area (thousand hectares),27360.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
854,Burkina Faso,2005,Arable land (thousand hectares),4900.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
854,Burkina Faso,2005,Permanent crops (thousand hectares),70.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
854,Burkina Faso,2005,Forest cover (thousand hectares),5949.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
854,Burkina Faso,2005,Arable land (% of total land area),17.9000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
854,Burkina Faso,2005,Permanent crops (% of total land area),0.3000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
854,Burkina Faso,2005,Forest cover (% of total land area),21.7000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
854,Burkina Faso,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),66.7100,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
854,Burkina Faso,2010,Land area (thousand hectares),27360.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
854,Burkina Faso,2010,Arable land (thousand hectares),6000.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
854,Burkina Faso,2010,Permanent crops (thousand hectares),80.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
854,Burkina Faso,2010,Forest cover (thousand hectares),5649.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
854,Burkina Faso,2010,Arable land (% of total land area),21.9000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
854,Burkina Faso,2010,Permanent crops (% of total land area),0.3000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
854,Burkina Faso,2010,Forest cover (% of total land area),20.6000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
854,Burkina Faso,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),71.8300,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
854,Burkina Faso,2016,Land area (thousand hectares),27360.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
854,Burkina Faso,2016,Arable land (thousand hectares),6000.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
854,Burkina Faso,2016,Permanent crops (thousand hectares),100.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
854,Burkina Faso,2016,Forest cover (thousand hectares),5290.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
854,Burkina Faso,2016,Arable land (% of total land area),21.9000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
854,Burkina Faso,2016,Permanent crops (% of total land area),0.4000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
854,Burkina Faso,2016,Forest cover (% of total land area),19.3000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
854,Burkina Faso,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),71.8300,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
854,Burkina Faso,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),71.8300,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
108,Burundi,2005,Land area (thousand hectares),2568.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
108,Burundi,2005,Arable land (thousand hectares),956.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
108,Burundi,2005,Permanent crops (thousand hectares),380.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
108,Burundi,2005,Forest cover (thousand hectares),181.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
108,Burundi,2005,Arable land (% of total land area),37.2000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
108,Burundi,2005,Permanent crops (% of total land area),14.8000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
108,Burundi,2005,Forest cover (% of total land area),7.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
108,Burundi,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),51.0300,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
108,Burundi,2010,Land area (thousand hectares),2568.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
108,Burundi,2010,Arable land (thousand hectares),950.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
108,Burundi,2010,Permanent crops (thousand hectares),400.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
108,Burundi,2010,Forest cover (thousand hectares),253.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
108,Burundi,2010,Arable land (% of total land area),37.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
108,Burundi,2010,Permanent crops (% of total land area),15.6000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
108,Burundi,2010,Forest cover (% of total land area),9.9000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
108,Burundi,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),51.0300,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
108,Burundi,2016,Land area (thousand hectares),2568.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
108,Burundi,2016,Arable land (thousand hectares),1200.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
108,Burundi,2016,Permanent crops (thousand hectares),350.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
108,Burundi,2016,Forest cover (thousand hectares),281.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
108,Burundi,2016,Arable land (% of total land area),46.7000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
108,Burundi,2016,Permanent crops (% of total land area),13.6000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
108,Burundi,2016,Forest cover (% of total land area),10.9000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
108,Burundi,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),51.1900,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
108,Burundi,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),51.1900,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
132,Cabo Verde,2005,Land area (thousand hectares),403.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
132,Cabo Verde,2005,Arable land (thousand hectares),48.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
132,Cabo Verde,2005,Permanent crops (thousand hectares),2.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
132,Cabo Verde,2005,Forest cover (thousand hectares),84.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
132,Cabo Verde,2005,Arable land (% of total land area),11.9000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
132,Cabo Verde,2005,Permanent crops (% of total land area),0.5000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
132,Cabo Verde,2005,Forest cover (% of total land area),20.7000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
132,Cabo Verde,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),14.9500,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
132,Cabo Verde,2010,Land area (thousand hectares),403.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
132,Cabo Verde,2010,Arable land (thousand hectares),50.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
132,Cabo Verde,2010,Permanent crops (thousand hectares),3.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
132,Cabo Verde,2010,Forest cover (thousand hectares),85.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
132,Cabo Verde,2010,Arable land (% of total land area),12.4000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
132,Cabo Verde,2010,Permanent crops (% of total land area),0.7000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
132,Cabo Verde,2010,Forest cover (% of total land area),21.1000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
132,Cabo Verde,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),14.9500,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
132,Cabo Verde,2016,Land area (thousand hectares),403.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
132,Cabo Verde,2016,Arable land (thousand hectares),50.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
132,Cabo Verde,2016,Permanent crops (thousand hectares),4.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
132,Cabo Verde,2016,Forest cover (thousand hectares),91.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
132,Cabo Verde,2016,Arable land (% of total land area),12.4000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
132,Cabo Verde,2016,Permanent crops (% of total land area),1.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
132,Cabo Verde,2016,Forest cover (% of total land area),22.5000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
132,Cabo Verde,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),15.1400,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
132,Cabo Verde,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),15.1400,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
116,Cambodia,2005,Land area (thousand hectares),17652.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
116,Cambodia,2005,Arable land (thousand hectares),3700.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
116,Cambodia,2005,Permanent crops (thousand hectares),156.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
116,Cambodia,2005,Forest cover (thousand hectares),10731.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
116,Cambodia,2005,Arable land (% of total land area),21.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
116,Cambodia,2005,Permanent crops (% of total land area),0.9000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
116,Cambodia,2005,Forest cover (% of total land area),60.8000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
116,Cambodia,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),38.1200,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
116,Cambodia,2010,Land area (thousand hectares),17652.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
116,Cambodia,2010,Arable land (thousand hectares),3800.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
116,Cambodia,2010,Permanent crops (thousand hectares),155.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
116,Cambodia,2010,Forest cover (thousand hectares),10094.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
116,Cambodia,2010,Arable land (% of total land area),21.5000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
116,Cambodia,2010,Permanent crops (% of total land area),0.9000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
116,Cambodia,2010,Forest cover (% of total land area),57.2000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
116,Cambodia,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),39.5400,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
116,Cambodia,2016,Land area (thousand hectares),17652.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
116,Cambodia,2016,Arable land (thousand hectares),3800.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
116,Cambodia,2016,Permanent crops (thousand hectares),155.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
116,Cambodia,2016,Forest cover (thousand hectares),9330.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
116,Cambodia,2016,Arable land (% of total land area),21.5000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
116,Cambodia,2016,Permanent crops (% of total land area),0.9000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
116,Cambodia,2016,Forest cover (% of total land area),52.9000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
116,Cambodia,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),39.5400,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
116,Cambodia,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),39.5400,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
120,Cameroon,2005,Land area (thousand hectares),47271.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
120,Cameroon,2005,Arable land (thousand hectares),5963.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
120,Cameroon,2005,Permanent crops (thousand hectares),1250.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
120,Cameroon,2005,Forest cover (thousand hectares),21016.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
120,Cameroon,2005,Arable land (% of total land area),12.6000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
120,Cameroon,2005,Permanent crops (% of total land area),2.6000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
120,Cameroon,2005,Forest cover (% of total land area),44.5000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
120,Cameroon,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),25.4100,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
120,Cameroon,2010,Land area (thousand hectares),47271.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
120,Cameroon,2010,Arable land (thousand hectares),6200.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
120,Cameroon,2010,Permanent crops (thousand hectares),1500.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
120,Cameroon,2010,Forest cover (thousand hectares),19916.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
120,Cameroon,2010,Arable land (% of total land area),13.1000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
120,Cameroon,2010,Permanent crops (% of total land area),3.2000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
120,Cameroon,2010,Forest cover (% of total land area),42.1000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
120,Cameroon,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),28.4500,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
120,Cameroon,2016,Land area (thousand hectares),47271.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
120,Cameroon,2016,Arable land (thousand hectares),6200.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
120,Cameroon,2016,Permanent crops (thousand hectares),1550.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
120,Cameroon,2016,Forest cover (thousand hectares),18596.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
120,Cameroon,2016,Arable land (% of total land area),13.1000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
120,Cameroon,2016,Permanent crops (% of total land area),3.3000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
