Region/Country/Area,Population employed in research and development (R&D),Year,Series,Value,Footnotes,Source
566,Nigeria,2007,R & D personnel: Researchers - total (number in full-time equivalent),17624.0000,Break in the time series.;Partial data.;Head count instead of Full-time equivalent.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
566,Nigeria,2007,R & D personnel: Researchers - women (number in full-time equivalent),4106.0000,Break in the time series.;Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
566,Nigeria,2007,R & D personnel: Technicians - total (number in full-time equivalent),4647.0000,Break in the time series.;Partial data.;Head count instead of Full-time equivalent.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
566,Nigeria,2007,R & D personnel: Technicians - women (number in full-time equivalent),1026.0000,Break in the time series.;Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
566,Nigeria,2007,R & D personnel: Other supporting staff - total (number in full-time equivalent),10531.0000,Break in the time series.;Partial data.;Head count instead of Full-time equivalent.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
566,Nigeria,2007,R & D personnel: Other supporting staff - women (number in full-time equivalent),3759.0000,Break in the time series.;Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
807,North Macedonia,2005,R & D personnel: Total (number in full-time equivalent),1434.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
807,North Macedonia,2005,R & D personnel: Researchers - total (number in full-time equivalent),1113.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
807,North Macedonia,2005,R & D personnel: Researchers - women (number in full-time equivalent),576.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
807,North Macedonia,2005,R & D personnel: Technicians - total (number in full-time equivalent),168.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
807,North Macedonia,2005,R & D personnel: Technicians - women (number in full-time equivalent),94.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
807,North Macedonia,2005,R & D personnel: Other supporting staff - total (number in full-time equivalent),153.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
807,North Macedonia,2005,R & D personnel: Other supporting staff - women (number in full-time equivalent),81.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
807,North Macedonia,2010,R & D personnel: Total (number in full-time equivalent),1433.5000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
807,North Macedonia,2010,R & D personnel: Researchers - total (number in full-time equivalent),1101.9000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
807,North Macedonia,2010,R & D personnel: Researchers - women (number in full-time equivalent),619.8000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
807,North Macedonia,2010,R & D personnel: Technicians - total (number in full-time equivalent),169.7000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
807,North Macedonia,2010,R & D personnel: Technicians - women (number in full-time equivalent),104.3000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
807,North Macedonia,2010,R & D personnel: Other supporting staff - total (number in full-time equivalent),161.9000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
807,North Macedonia,2010,R & D personnel: Other supporting staff - women (number in full-time equivalent),106.4000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
807,North Macedonia,2016,R & D personnel: Total (number in full-time equivalent),2106.7800,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
807,North Macedonia,2016,R & D personnel: Researchers - total (number in full-time equivalent),1777.6500,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
807,North Macedonia,2016,R & D personnel: Researchers - women (number in full-time equivalent),959.6600,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
807,North Macedonia,2016,R & D personnel: Technicians - total (number in full-time equivalent),176.9200,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
807,North Macedonia,2016,R & D personnel: Technicians - women (number in full-time equivalent),97.1700,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
807,North Macedonia,2016,R & D personnel: Other supporting staff - total (number in full-time equivalent),152.2100,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
807,North Macedonia,2016,R & D personnel: Other supporting staff - women (number in full-time equivalent),71.5200,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
578,Norway,2005,R & D personnel: Total (number in full-time equivalent),29965.9000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
578,Norway,2005,R & D personnel: Researchers - total (number in full-time equivalent),21200.3000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
