22765,26023,27320,28810,31073,33157,34968,36371,36371,39238,40762,43663,48413,50618,52039,53459,55149,56860,58643,60595,62417,64083,64997,66059,67605,69169,70631,71903,72814,73354,74191,75182,76700,77829,79228,80213,81190,81987,82904,83936,84661,85358,86303,86855,87220,87673,88255,88794,89533,90119,93770,94078,94440,94862,95322,95843,96120,96273,96481,96702,97175,97521,97819,97979,98043,98221,98418,98653,98851,99109,99204,99337,99550,99674,99875,1.0006e+05,1.004e+05,1.0061e+05,1.0067e+05,1.0083e+05,1.0083e+05,1.0121e+05,1.0148e+05,8509,8634,8782,8968,8012,8282,8467,8741,8925,9150,9443,8589,8811,9087,9429,9713,9966,10193,9400,9711,10035,10306,10656,10938,11179,11652,10923,11408,11819,12225,12414,12951,11963,12162,12561,12969,13284,13553,13935,14210,13147,13432,13887,14269,14513,14729,13334,13635,14110,14234,14234,14868
1551,24033,25233,26138,26813,27796,28483,29033,29532,30092,31153,32319,33556,33919,34463,34803,35694,36729,29248,30148,23527,24089,24192,24609,25264,25741,26328,19599,19941,20282,20661,20991,22109,22568,17423,18017,18766,19099,19715,20147,20521,15974,16283,16472,16670,17106,17474,18047,13406,13807,13917,14079,14366,14547,19824,16294,16709,16987,17009,17186,17423,17641,14859,15074,15103,15271,15497,15773,16066,12168,12331,12570,12798,13151,13566,13905,12427,12690,12963,13436,13792,14367,14861,13522,13882,14205,14808,15448,15951,16559,16190,16595,17010,17671,18716,19624,20371,19812,20340,20860,21515,22180,22874,23510,24060,22759,23266,24035,25050,25836,26622,24853,25279,25885,26682,27393,28128,28924,26035,26571,27144,28044,28514,29665,30522,27418,27889,28379,29016,29695,30206,30206,26809,27569,28443
2685,1551,1616,1722,1722,1959,2088,2222,2327,2407,2543,2742,2964,3202,3330,3525,3880,4325,2621,3078,3441,3230,2595,2782,3089,3549,3857,3910,3811,3672,11880,4130,4290,4728,4689,4762,4868,4732,4657,4894,5458,5499,5580,5609,5529,5208,5315,5595,5290,5105,4707,4045,3604,3657,3957,4067,3697,3359,3074,2927,3166,3462,3238,3052,2749,2532,2535,2733,2929,2858,2845,2746,2645,2624,2828,3162,3180,3280,3166,3226,3287,3552,3774,3774,-989,3151,3242,3164,3442,3792,4022,4159,4031,3873,4005,4491,4872,4582,4622,4780,4358,4135,4596,5000,5055,5108,4989,4674,4682,5093,5534,5423,5446,5339,5076,4886,5359,5564,5644,5632,5451,4981,4724,4916,5325,5251,5204,5099,4757,4592,4912,5414,5362,5398,5422
4151,2844,2976,3238,3495,3653,3822,4115,4343,4533,4701,4952,5225,5497,5684,5865,6103,6319,3141,3518,3737,3834,3146,3444,3629,3869,4260,4536,4650,2971,3183,3357,3735,4040,4345,4507,3224,3469,3716,3961,4349,4708,4954,3422,3678,3973,4278,4682,5105,5388,3810,4071,4337,4563,4763,5025,5250,3575,3920,4259,4259,4854,5103,5269,3581,3914,4380,4380,4380,4380,4380,4109,4667,5171,6258,6802,7254,7611,6120,6786,7430,8290,9193,10179,10401,7976,8889,9533,10220,11240,12022,12871,9498,10338,11345,12557,13565,14568,15351,12216,13820,15333,16302,17807,19188,20346,16212,17474,19170,20897,22013,23117,23779,17023,18055,19249,20184,21197,22381,22886,23346,16513,17549,18139,19051,19839,20216,13740,14503,15815,16682,17532,18454,19077,19580
381,4392,4597,4638,5005,5187,5382,5544,5690,5842,6039,6254,6516,6654,6837,6962,7120,7322,7468,7707,7980,8237,8560,8712,8895,9132,9250,9417,9565,9643,9740,9853,10028,10185,10365,10508,10631,10762,10888,11021,11159,11284,11463,11787,11886,12127,12273,12354,12524,12662,12948,13229,13398,13643,13767,14136,14208,14335,14507,14661,14837,15116,15347,15377,15724,15966,16160,16426,16709,17091,17494,17622,18029,18138,18650,19219,19568,19685,19821,19996,20017,21592,22113,22533,22765,23160,23851,24521,25337,25985,26515,26788,27184,28126,28938,29752,30613,31568,32385,32964,34046,35338,36871,38440,39834,40951,42268,43949,45703,47884,49351,50356,50908,51935,53132,54317,55471,56513,56694,58049,59018,60094,61602,63073,64428,65626,66813,67810,68630,69851,70911,72178,73501,74330,75144
774,387,392,397,408,414,416,423,423,425,425,428,430,431,434,435,436,435,45,40,35,35,37,30,23,23,22,20,20,20,20,16,15,19,21,21,20,18,22,23,22,22,22,22,21,20,23,28,40,42,41,44,44,55,53,50,52,55,51,56,58,66,60,72,80,60,72,90,100,130,149,165,156,174,210,218,226,237,288,303,336,389,427,466,511,548,588,589,645,710,784,864,936,1034,1147,1226,1337,1359,1421,1247,1178,1227,1279,1177,1236,1216,1243,1319,1410,1519,1574,1564,1666,1516,1484,1544,1573,1565,1559,1602,1529,1485,1590,1389,1449,1454,1523,1548,1556,1515,1549,1329,1471,1523,1556
2724,797,877,881,931,1042,1225,1446,1615,1652,1775,2155,2374,2669,2972,3302,3461,3795,4211,4935,5244,5583,5959,6295,6611,7243,7728,8003,8081,8309,8432,8809,9157,9497,10097,10054,10502,10731,10984,11289,11515,11816,11987,12215,12472,12831,13086,13484,13735,13931,14175,14446,7972,7947,7621,7428,7222,7143,7092,7047,7157,7078,6815,6636,6510,6456,6468,6414,6278,6151,6003,5938,5863,5865,5987,5944,5810,5579,5451,5356,5297,5363,5354,5343,5305,5122,5160,5216,5308,5285,5214,5163,5251,5406,5483,5511,5559,5515,5481,5422,5643,5786,6003,6113,6080,6205,6485,6316,6396,6636,6882,6887,7045,7053,7169,7385,7596,7583,7567,7341,7452,7566,7576,7837,8164,7876,7760,7718,7809,7871,8034,7958,7796,7633,7509
906,2876,3008,3080,3077,3382,3475,3570,3671,3774,3909,4013,4201,4334,4528,4494,4602,4704,4652,4820,4952,5032,5180,5190,5249,5353,5421,5653,5628,5657,5807,5947,5927,6118,6194,6327,6348,6404,6675,6678,6800,6780,7142,7203,7289,7347,7436,7542,7672,7783,7826,7977,8019,8187,8351,8532,8709,8852,9042,9212,9454,9639,9908,10111,10214,10576,10741,11053,11393,11838,12101,12386,12381,12373,13682,14058,15155,15976,16701,17260,17876,18481,19463,20318,21157,21630,22494,22994,23574,24565,25482,26326,27133,28207,29024,30455,31816,32989,34276,35198,35978,37036,38235,39169,40090,41115,42073,43123,43965,44938,46131,47115,48246,49194,50108,50704,51406,52316,53173,53976,54683,55178,55667,56227,57281,58116,58810,59392,60019,60354,60845,61649,62273,62805,63199
59500,962,897,1107,1107,1250,1304,1352,1405,1448,1540,1619,1667,1744,1804,1878,1950,1998,1094,1249,1365,1325,1485,1525,1544,1619,1661,1670,1710,1798,1866,1915,1995,2055,2131,2166,2212,2280,2403,2348,2043,1684,1743,1783,1583,1513,1466,1524,1452,1466,1492,1539,1459,1446,1488,1417,1438,1401,1401,1376,1316,1271,1138,1093,984,997,1039,1015,1009,970,961,944,938,935,923,925,969,979,958,976,966,956,973,896,919,848,842,808,769,770,736,650,650,643,618,619,582,604,554,600,576,577,572,623,568,589,594,403,414,419,446,404,423,423,427,386,400,419,350,353,326,316,305,309,351,293,278,279,260,262,255,276,260,250,261
1219,62141,66019,67874,71799,74627,77350,80939,84226,87634,90764,94599,96513,99584,1.031e+05,1.0514e+05,1.0741e+05,1.0959e+05,95782,98010,1.0033e+05,1.0323e+05,1.0472e+05,1.0671e+05,1.077e+05,1.0954e+05,1.1124e+05,1.1264e+05,1.1386e+05,1.1522e+05,1.1574e+05,1.162e+05,1.1712e+05,1.1819e+05,1.1189e+05,1.1284e+05,1.1431e+05,1.1511e+05,1.1608e+05,1.165e+05,1.171e+05,1.173e+05,1.1798e+05,1.1869e+05,1.1919e+05,1.1974e+05,1.1997e+05,1.2123e+05,1.2167e+05,1.2219e+05,1.2249e+05,1.2296e+05,1.2318e+05,1.2333e+05,1.2385e+05,1.2415e+05,1.2416e+05,1.2434e+05,1.2446e+05,1.2476e+05,1.25e+05,1.2517e+05,1.2538e+05,1.2551e+05,1.2558e+05,1.2576e+05,1.259e+05,1.2614e+05,1.2639e+05,1.2659e+05,1.2675e+05,1.2692e+05,1.2719e+05,1.2719e+05,1.2558e+05,1.2582e+05,1.2596e+05,1.2612e+05,1.2612e+05,1.2642e+05,1.2655e+05,1.2687e+05,1.2711e+05,1.2728e+05,1.2753e+05,1.2765e+05,1.2782e+05,1.2786e+05,1.2788e+05,1.2814e+05,1.2834e+05,1.2858e+05,1.287e+05,1.2902e+05,1.2924e+05,1.2944e+05,1.2947e+05,1.2972e+05,1.2967e+05,1.298e+05,1.2974e+05,1.3009e+05,1.3023e+05,1.3058e+05,1.3102e+05,1.3144e+05,1.3173e+05,1.3216e+05,1.3244e+05,1.3274e+05,1.3337e+05,1.3372e+05,1.3404e+05,1.3411e+05,1.3442e+05,1.3474e+05,1.3504e+05,1.3526e+05,1.356e+05,1.3592e+05,1.3614e+05,1.3636e+05,1.3683e+05,1.3748e+05,1.3804e+05,1.3827e+05,1.3822e+05,1.3847e+05,1.3877e+05,1.3905e+05,1.3911e+05,1.3934e+05,1.3985e+05,1.3993e+05,1.4015e+05
