16.8
10.9
14
17.2
12.8
9.6
10.4
12.5
13.6
14.3
8.8
11.8
12.1
13.1
11.2
12
16.9
18.6
11.6
9
10
14.1
9.6
19.7
13.2
13
11
12.9
7.6
9.5
19.5
13.6
14
10.7
13.9
15.6
12.6
12.2
12.9
15.3
13.1
15.3
14.9
9
11
10.7
10.3
17.8
11
11.1
